"JOUR","614","Mitoxantrone: new indication. More risky than beneficial in advanced prostate cancer","","2001 Aug ","DA - 20011121IS - 1167-7422 (Print)IS - 1167-7422 (Linking)LA - engPT - Journal ArticleRN - 0 (Analgesics)RN - 0 (Antineoplastic Agents)RN - 65271-80-9 (Mitoxantrone)SB - T","administration & dosage;adverse effects;Analgesics;Antineoplastic Agents;Clinical Trials as Topic;Drug Approval;drug therapy;Estramustine;France;Humans;Hydrocortisone;Male;Mitoxantrone;Pain;Palliative Care;Prednisone;Prostate;Prostatic Neoplasms;Quality of Life;radiotherapy;Survival;therapeutic use;Treatment Outcome;","NOT IN FILE","110","112","","Prescrire Int","","","10","","","54","","","","","","","","","","(1) The reference management of advanced-stage hormone-resistant prostate cancer is palliative treatment aimed at controlling pain and improving quality of life, namely analgesics and radiotherapy for painful bone metastases. (2) Mitoxantrone, a cytotoxic agent, has been granted marketing authorisation in this indication. Estramustine was already available in this setting. (3) The clinical assessment file on mitoxantrone mainly comprises two unblinded trials comparing a steroid + mitoxantrone combination with steroid alone. Mitoxantrone has not been compared with palliative care comprising radiotherapy. (4) One trial involved 161 patients with painful metastases. They were treated either with prednisone (10 mg/day by mouth) + mitoxantrone (12 mg/m2 intravenously every 3 weeks), or with prednisone alone. The other trial involved 242 patients with metastases that were not always symptomatic, who were treated either with hydrocortisone (40 mg/day orally) + mitoxantrone (14 mg/m2 intravenously every three weeks) or with hydrocortisone alone. (5) No trial showed a benefit of mitoxantrone in terms of the duration or quality of survival. The analgesic effect of mitoxantrone in the first trial was moderate, benefiting fewer than 20% of patients. The evidence shows that radiotherapy is effective in 80% of cases. (6) The main adverse effects of mitoxantrone are haematological and cardiovascular. The adverse effect profile of mitoxantrone does not appear to be any more favourable than that of radiotherapy. (7) In practice, for patients with advanced-stage hormone-resistant prostate cancer the reference palliative treatment for painful bone metastases remains analgesics plus radiotherapy. Mitoxantrone is of no use in this setting","","","","","","","","PM:11718179","","","",""
"JOUR","629","Atrasentan prolongs time to progression in prostate cancer patients","","2001 Jul ","DA - 20010813IS - 0890-9091 (Print)IS - 0890-9091 (Linking)LA - engPT - NewsRN - 0 (Antineoplastic Agents)RN - 0 (Pyrrolidines)RN - 0 (Tumor Markers, Biological)RN - 0 (atrasentan)SB - IM","administration & dosage;Antineoplastic Agents;blood;Bone Neoplasms;Disease Progression;Drug Administration Schedule;drug therapy;Humans;Male;Multicenter Studies as Topic;pathology;prevention & control;Prostate;Prostatic Neoplasms;Pyrrolidines;Randomized Controlled Trials as Topic;secondary;therapeutic use;Tumor Markers,Biological;","NOT IN FILE","833, 917","","","Oncology (Williston Park)","","","15","","","7","","","","","","","","","","","","","","","","","","PM:11499685","","","",""
"JOUR","1134","More risky than beneficial in advanced prostate cancer","","2001 Aug 9 ","","<BRAND/MANUFACTURER NAME> novantrone Lederle;<MAJOR DRUG TERM> mitoxantrone ,adverse drug reaction ,ae;<MAJOR MEDICAL TERM> prostate cancer ,drug therapy ,dt;<MANUFACTURER NAME> Lederle;<MINOR DRUG TERM> cytotoxic agent ,drug therapy ,dt;<MINOR MEDICAL TERM> advanced cancer ,drug therapy ,dt;advanced cancer ,radiotherapy ,rt;adverse effects;Analgesia;Analgesics;bone;bone metastasis;CANCER;cancer combination chemotherapy;cancer p alliative therapy;cancer pain;Cancer Survival;cardiotoxicity ,side effect ,si;clinical assessment;Clinical Trial;congestive heart failure ,side effect ,si;Controlled Study;cytotoxic agent ,pharmacology ,pd;Drug Efficacy;drug indication;drug marketing;Estramustine;hormone resistance;Human;Hydrocortisone;hydrocortisone ,adverse drug reaction ,ae;hydrocortisone ,drug combination ,cb;hydrocortisone ,drug therapy ,dt;hydrocortisone ,oral drug administration ,po;hydrocortisone ,pharmacology ,pd;Mitoxantrone;mitoxantrone ,clinical trial ,ct;mitoxantrone ,drug combination ,cb;mitoxantrone ,drug therapy ,dt;mitoxantrone ,intravenous drug administration ,iv;mitoxantrone ,pharmacology ,pd;neutropenia ,side effect ,si;note;Pain;Palliative Care;Patients;Prednisone;prednisone ,adverse drug re action ,ae;prednisone ,clinical trial ,ct;prednisone ,drug combination ,cb;prednisone ,drug therapy ,dt;prednisone ,oral drug administration ,po;prednisone ,pharmacology ,pd;Prostate;Prostate Cancer;prostate cancer ,radiotherapy ,rt;PROSTATE-CANCER;Quality of Life;radiotherapy;risk benefit analysis;steroid;steroid ,adverse drug reaction ,ae;steroid ,clinical trial ,ct;steroid ,drug combination ,cb;steroid ,drug therapy ,dt;steroid ,oral drug administration ,po;steroid ,pharmacology ,pd;Survival;thrombocytopenia ,side effect ,si;TRIAL;","NOT IN FILE","110","","Prescrire International,(,Prescrire Int ,)","","","","10","","","","","","<EMBASE/MEDLINE> 2001264349|","","","","","","","AB- * The reference management of advanced-stage hormone-resistant prostate cancer is palliative treatment aimed at controlling pain and improving quality of life, namely analgesics and radiotherapy for painful bone metastases. * Mitoxantrone, a cytotoxic agent, has been granted marketing authorisation in this indication. Estramustine was already available in this setting. * The clinical assessment file on mitoxantrone mainly comprises two unblinded trials comparing a steroid + mitoxantrone combination with steroid alone. Mitoxantrone has not been compared with palliative care comprising radiotherapy. * One trial involved 161 patients with painful metastases. They were treated either with prednisone (10 mg/day by mouth) + mitoxantrone (12 mg/m SUP 2 intravenously every 3 weeks), or with prednisone alone. The other trial involved 242 patients with metastases that were not always symptomatic, who were treated either with hydrocortisone (40 mg/day orally) + mitoxantrone (14 mg/m SUP 2 intravenously every three weeks) or with hydrocortisone alone. * No trial showed a benefit of mitoxantrone in terms of the duration or quality of survival. The analgesic effect of mitoxantrone in the first trial was moderate, benefiting fewer than 20% of patients. The evidence shows that radiotherapy is effective in 80% of cases. * The main adverse effects of mitoxantrone are haematological and cardiovascular. The adverse effect profile of mitoxantrone does not appear to be any more favourable than that of radiotherapy. * In practice, for patients with advanced-stage hormone-resistant prostate cancer the reference palliative treatment for painful bone metastases remains analgesics plus radiotherapy. Mitoxantrone is of no use in this setting","","","","","","","","","","","",""
"JOUR","1136","New drugs slow progression of prostate cancer","","2001 Jul 10 ","","<BRAND/MANUFACTURER NAME> abt 627;<MAJOR DRUG TERM> atrasentan ,clinical trial ,ct;<MAJOR MEDICAL TERM> bone metastasis ,drug therapy ,dt;<MINOR MEDICAL TERM> cancer pain;atrasentan ,drug therapy ,dt;CANCER;Cancer Growth;Cancer Survival;Clinical Trial;clodronic acid ,clinical trial ,ct;clodronic acid ,drug therapy ,dt;clodronic acid ,oral drug administration ,po;Drug Safety;Follow up;Human;new drug;note;Priority Journal;Prostate;Prostate Cancer;prostate cancer ,drug therapy ,dt;PROSTATE-CANCER;Protein Blood Level;Survival Rate;Treatment Outcome;","NOT IN FILE","1325","","European Journal of Cancer,(,Eur J Cancer,)","","","","37","","","","","","<EMBASE/MEDLINE> 2001229203|","","","","","","","","","","","","","","","","","","",""
"JOUR","1117","Bicalutamide shows promise as early treatment in prostate cancer","","2002 Aug 17 ","","<BRAND/MANUFACTURER NAME> casodex;<MAJOR DRUG TERM> bicalutamide ,adverse drug reaction ,ae;<MAJOR MEDICAL TERM> prostate cancer ,drug therapy ,dt;<MINOR DRUG TERM> placebo;<MINOR MEDICAL TERM> advanced cancer ,drug therapy ,dt;bicalutamide;bicalutamide ,clinical trial ,ct;bicalutamide ,drug therapy ,dt;bicalutamide ,pharmacology ,pd;bone metastasis ,complication ,co;bone metastasis ,drug therapy ,dt;bone metastasis ,prevention ,pc;CANCER;Cancer Growth;cancer localization;Cancer Survival;Clinical Trial;Controlled Study;Drug Effect;gynecomastia ,side effect ,si;hot flush ,side effect ,si;Human;impotence ,side effect ,si;libido disorder ,side effect ,si;long term care;Major Clinical Study;Male;mastalgia ,side effect ,si;note;Prostate;Prostate Cancer;PROSTATE-CANCER;Randomized Controlled Trial;","NOT IN FILE","207","","Pharmaceutical Journal,(,Pharm J ,)","","","","269","","","","","","<EMBASE/MEDLINE> 2002397802|","","","","","","","","","","","","","","","","","","",""
"JOUR","357","In focus: prostate cancer","","2003 May ","DA - 20051019IS - 1543-0790 (Print)IS - 1543-0790 (Linking)LA - engPT - Clinical Trial, Phase IIPT - Clinical Trial, Phase IIIPT - Journal ArticlePT - Randomized Controlled TrialRN - 0 (Antineoplastic Agents, Hormonal)RN - 0 (Diphosphonates)RN - 0 (Imidazoles)RN - 118072-93-8 (zoledronic acid)SB - IM","Antineoplastic Agents;Antineoplastic Agents,Hormonal;Antineoplastic Combined Chemotherapy Protocols;Bone Neoplasms;Clinical Protocols;Diphosphonates;drug therapy;Humans;Imidazoles;Male;pathology;Patient Selection;Prostate;Prostatic Neoplasms;radiotherapy;secondary;therapeutic use;","NOT IN FILE","271","","","Clin Adv Hematol Oncol","","","1","","","5","","","","","","","","","","","","","","","","","","PM:16235417","","","",""
"JOUR","1094","Imatinib hailed as first-line treatment","","2003 Mar 22 ","","<BRAND/MANUFACTURER NAME> glivec;<MAJOR DRUG TERM> imatinib ,clinical trial ,ct;<MAJOR MEDICAL TERM> bone metastasis ,drug therapy ,dt;<MINOR DRUG TERM> alpha interferon ,clinical trial ,ct;<MINOR MEDICAL TERM> allotransplantation;alpha interferon ,drug combination ,cb;alpha interferon ,drug comparison ,cm;alpha interferon ,drug dose ,do;alpha interferon ,drug therapy ,dt;blast cell crisis ,drug therapy ,dt;Cancer Survival;chronic myeloid leukemia ,drug therapy ,dt;Clinical Trial;cytarabine ,clinical trial ,ct;cytarabine ,drug combination ,cb;cytarabine ,drug comparison ,cm;cytarabine ,drug dose ,do;cytarabine ,drug therapy ,dt;cytogenetics;Dose Response;Drug Response;Drug Tolerability;evidence based medicine;Human;imatinib;imatinib ,drug combination ,cb;imatinib ,drug comparison ,cm;imatinib ,drug dose ,do;imatinib ,drug therapy ,dt;medical literature;nonhuman;note;paclitaxel ,drug combination ,cb;paclitaxel ,drug comparison ,cm;paclitaxel ,drug therapy ,d t;practice guide line;Prostate Cancer;publishing;stem cell transplantation;Treatment Outcome;water;","NOT IN FILE","393","","Pharmaceutical Journal,(,Pharm J ,)","","","","270","","","","","","<EMBASE/MEDLINE> 2003150533|","","","","","","","","","","","","","","","","","","",""
"JOUR","1103","Carbon-11 acetate positron emission tomography may be useful in detecting prostate cancer","","2003 Jun 1 ","","<BRAND/MANUFACTURER NAME> gvax;<MAJOR DRUG TERM> carbon 11;<MAJOR MEDICAL TERM> positron emission tomography;<MINOR DRUG TERM> antiandrogen ,drug therapy ,dt;<MINOR MEDICAL TERM> anemia ,side effect ,si;bisphosphonic acid derivative ,adverse drug reaction ,ae;bisphosphonic acid derivative ,clinical trial ,ct;bisphosphonic acid derivative ,drug therapy ,dt;bisphosphonic acid derivative ,intravenous drug administration ,iv;bone metastasis ,drug therapy ,dt;bone pain ,side effect ,si;Calcium;CANCER;cancer diagnosis;cancer recurrence;cancer vaccine ,adverse drug reaction ,ae;cancer vaccine ,drug dose ,do;cancer vaccine ,drug therapy ,dt;carbon 11;Clinical Trial;Computer Assisted Tomography;conference paper;diagnostic accuracy;fatigue ,side effect ,si;fever ,side effect ,si;flu like syndrome ,side effect ,si;fluorodeoxyglucose f 18;genetic transduction;granulocyte macrophage colony stimulating factor ,adverse drug reaction ,ae;granulocyte macrophage colony stimulating factor ,drug dose ,do;granulocyte macrophage colony stimulating factor ,drug therapy ,dt;granulocyte macrophage colony stimulating factor vaccine;Human;leg edema ,side effect ,si;myalgia ,side effect ,si;nuclear magnetic resonance imaging;pamidronic acid ,drug therapy ,dt;positron emission tomography;Prostate;Prostate Cancer;prostate cancer ,diagnosis ,di;prostate cancer ,drug therapy ,dt;prostate cancer ,radiotherapy ,rt;prostate cancer ,surgery ,su;PROSTATE-CANCER;side effect ,side effect ,si;tracer;unclassified drug;Urology;vertigo ,side effect ,si;vitamin D ,oral drug administration ,po;weight reduction;zoledronic acid ,adverse drug reaction ,ae;zoledronic acid ,clinical trial ,ct;zoledronic acid ,drug therapy ,dt;zoledronic acid ,intravenous drug administration ,iv;","NOT IN FILE","8","12","Clinical Prostate Cancer,(,Clin Prostate Cancer,)","","","","2","","","","","","<EMBASE/MEDLINE> 2003339624|","","","","","","","","","","","","","","","","","","",""
"JOUR","428","Rubitecan: 9-NC, 9-Nitro-20(S)-camptothecin, 9-nitro-camptothecin, 9-nitrocamptothecin, RFS 2000, RFS2000","","2004  ","DA - 20040910IS - 1174-5886 (Print)IS - 1174-5886 (Linking)LA - engPT - Journal ArticleRN - 0 (Anti-HIV Agents)RN - 0 (Antineoplastic Agents, Phytogenic)RN - 0 (Antiviral Agents)RN - 0 (Enzyme Inhibitors)RN - 0 (Topoisomerase I Inhibitors)RN - 104195-61-1 (9-nitrocamptothecin)RN - 7689-03-4 (Camptothecin)SB - IM","adverse effects;analogs & derivatives;Animals;Anti-HIV Agents;Antineoplastic Agents;Antineoplastic Agents,Phytogenic;Antiviral Agents;Camptotheca;Camptothecin;Canada;chemistry;China;Clinical Trials,Phase I as Topic;Denmark;drug therapy;Enzyme Inhibitors;Germany;Humans;Italy;Japan;Lung;Neoplasms;pharmacokinetics;pharmacology;Prostate;Randomized Controlled Trials as Topic;Safety;Survival;therapy;Topoisomerase I Inhibitors;","NOT IN FILE","305","311","","Drugs R D","","","5","","","5","","","","","","","","","","Rubitecan [Orathecin, 9-nitrocamptothecin, 9NC, RFS 2000] is a topoisomerase I inhibitor extracted from the bark and leaves of the Camptotheca acuminata tree, which is native to China. Rubitecan is an oral compound being developed for the treatment of pancreatic cancer and other solid tumours by SuperGen. One of the major benefits of rubitecan is that it can be administered in an outpatient setting, so patients can be treated in their homes. Rubitecan was isolated by the Stehlin Foundation in the US. SuperGen is currently awaiting regulatory approval in the US and the EU for rubitecan in the treatment of pancreatic cancer. At the BIO-2004 conference, SuperGen announced it is seeking a partner for rubitecan for territories outside the US. SuperGen acquired exclusive worldwide rights to rubitecan from the Stehlin Foundation in 1997 except in Mexico, Canada, Spain, Japan, the UK, France, Italy and Germany. SuperGen has also received approval from the US FDA to use its own manufactured rubitecan in clinical trials. SuperGen and the Stehlin Foundation have an 8-year research agreement that secures global rights to other camptothecins and additional anticancer compounds for the former. In December 1999, SuperGen and Abbott signed a worldwide sales and marketing agreement for rubitecan. Under the terms of the agreement, Abbott had exclusive distribution and promotion rights for rubitecan outside the US, and co-promotion rights with SuperGen within the US. In return, Abbott made an initial equity investment in SuperGen. SuperGen and Abbott Laboratories ended their collaboration agreement in February 2002 by mutual consent with SuperGen stating that the dissolution of the agreement was based on commercial motivation rather than anything to do with rubitecan's safety or efficacy. Abbott no longer has rights or obligations to purchase shares of SuperGen stock or an option to purchase up to 49% of the company. For its part, SuperGen will no longer receive milestone payments worth up to $US57 million. SuperGen has formed a clinical and business alliance with US Oncology (created by the merger between American Oncology Resources and Physician Reliance Network in the US), and will collaborate on clinical trials of rubitecan. SuperGen believes that this relationship will increase the patient population available for trials and enable it to market the drug directly to Oncologists. SuperGen and Capital Research and Management Company have completed a $US16.6 million private placement transaction that will enable future funding for the rubitecan programme as well as other oncology programmes. In July 2004, SuperGen's European subsidiary, EuroGen Pharmaceuticals, submitted a Marketing Authorisation Application for rubitecan in the treatment of pancreatic cancer. The application will be reviewed under the EMEA Centralised Procedure. In June 2003, the EMEA granted SuperGen orphan drug status for rubitecan for the treatment of pancreatic cancer. The US FDA has also granted orphan drug status for rubitecan in the treatment of pancreatic cancer and fast-track status for rubitecan for the treatment of locally advanced or metastatic pancreatic cancer that is resistant or refractory to chemotherapy. SuperGen has conducted three phase III pivotal trials in patients with pancreatic cancer. A phase III randomised trial in chemotherapy-naive patients was conducted at 132 centres throughout the US. The trial enrolled approximately 994 patients who were randomised to receive rubitecan or gemcitabine. Enrollment was completed in October 2001. Another phase III trial has compared rubitecan with the most appropriate chemotherapy in chemotherapy-resistant patients. Enrollment of over 400 patients at 200 medical centres across the US was completed in June 2001. Results from the trial were presented at the 39th Annual Meeting of the American Society of Clinical Oncology (ASCO-2003) [Chicago, US; 31 May - 3 June 2003], after they had been compiled, analysed and submitted to the FDA. The results of the study showed that rubitecan could not help all chemotherapy-resistant patients, but could increase survival in those that do respond. The other phase III pivotal trial was conducted in patients with pancreatic cancer who had failed treatment with gemcitabine. This trial completed enrollment in October 2001, and had enrolled approximately 448 patients. SuperGen is conducting phase II trials of rubitecan in patients with solid tumours in the UK, Italy, France, Germany, the Netherlands and Denmark. Each trial will enroll 100-150 patients with various tumour types, including colorectal, lung, breast, gastric, prostate, cervical and head and neck cancers. Phase I/II trials are underway to investigate rubitecan as a radiosensitiser in patients with lung cancer, and phase II trials in patients with breast cancer are also being conducted. A phase II study in ovarian cancer patients is also being conducted. Results from an ongoing phase II study in cancer patients have shown that rubitecan was effective against chordomas, a rare type of bone cancer. Phase II studies are also underway in haematological malignancies including myelodysplastic syndrome (preleukaemia) and chronic myelomonocytic leukaemia. In February 2000, SuperGen announced that its IND submission for rubitecan had been approved by the Therapeutics Products Programme of Canada. The company stated that it intended to begin clinical trials in Canada in the near future. In February 2004, SuperGen announced an offering of shares of its common stock to finance the commercialisation of rubitecan capsules. In July 2003, SuperGen was granted a US patent covering combination therapies with chemotherapeutic anthracycline agents and structural modifications that may one day lead to next-generation rubitecan compounds. In December 2002, SuperGen was granted US patent No. 6,482,830, covering its polymorphic formulations of rubitecan. The patent also covers a class of polymorphs that are similar to the one at the centre of rubitecan. In addition, SuperGen was also issued US patent No. 6,485,514 in December 2002, covering the local delivery of rubitecan via stents and/or catheters to sites of proliferating cells. Stent- or catheter-delivered rubitecan may be beneficial in certain types of cardiac procedures, such as ablation or angioplasty, as well as for direct injection into a certain number of solid tumours. SuperGen is also developing an inhaled, liposomal formulation of rubitecan. It acquired the worldwide rights to this formulation from the Clayton Foundation in December 1999. Inhaled rubitecan is in clinical trials in the US for the treatment of lung cancer and pulmonary metastatic cancer","","","","","","557 [pii]","","PM:15357630","","","",""
"JOUR","1040","Cme-back","","2005 May 1 ","","<MAJOR MEDICAL TERM> prostate cancer;<MINOR DRUG TERM> antiandrogen ,clinical trial ,ct;<MINOR MEDICAL TERM> bone metastasis;atrasentan ,clinical trial ,ct;bisphosphonic acid derivative;calcitriol ,clinical trial ,ct;cancer chemotherapy;Cancer Growth;Cancer Palliative Therapy;cancer patient;Cancer Radiotherapy;Clinical Trial;Clodronic Acid;conference paper;docetaxel ,clinical trial ,ct;docetaxel ,drug combination ,cb;docetaxel ,drug comparison ,cm;drug dose regimen;Drug Efficacy;drug targeting;estramustine ,clinical trial ,ct;estramustine ,drug combination ,cb;estramustine ,drug comparison ,cm;Human;Hydrocortisone;Ketoconazole;mitoxantrone ,clinical trial ,ct;mitoxantrone ,drug combination ,cb;mitoxantrone ,drug comparison ,cm;osteoclast;Paclitaxel;patient education;physician;prednisone ,clinical trial ,ct;prednisone ,drug combination ,cb;prednisone ,drug comparison ,cm;Priority Journal;reimbursement;Salvage Therapy;taxane derivative;thalidomide ,clinical trial ,ct;zoledronic acid ,cli nical trial ,ct;","NOT IN FILE","35","36","Urology,(,Urology,)","","","","65","","","","","","<EMBASE/MEDLINE> 2005224963|","","","","","","","","","","","","","","","","","","",""
